id,name,table_bookings,online_ordering,location,rating,votes,phone,restaurant_type,restaurant_operation,popular_dishes,cuisines_offered,primary_cuisine,dining_cost
21101,Uttar Karnataka Meals Restaurant,No,No,Chelsea,3.8 /5,26.0, 9986866291,Quick Bites,Dine-out,1.0,1.0,Mexican,0.0
2919,Arabian Bites,Yes,No,Lower Manhattan,3.4/5,24.0," 7619499482,  7619499420",Quick Bites,Delivery,1.0,2.0,American,0.0
41642,Master Chifoo,Yes,No,Staten and Ellis Islands,3.9 /5,56.0, 9711029695,Casual Dining,Dine-out,1.0,3.0,Chinese,1.0
6794,Starbucks,No,No,Chinatown,3.9/5,34.0,,Cafe,Cafes,1.0,2.0,Snacks,1.0
10841,Ande Ka Funda,No,No,Lower Manhattan,3.5/5,27.0," 9972566652,  9880284685",Quick Bites,Dine-out,1.0,1.0,American,0.0
21407,Peat & Fire,Yes,No,Midtown,3.8 /5,0.0, 8884400315,Quick Bites,Dine-out,1.0,2.0,American,1.0
29606,Kairali,Yes,No,Lower Manhattan,3.9 /5,172.0, 9844034033,Quick Bites,Delivery,7.0,3.0,Mexican,0.0
23262,"Malnad Blossom, Coffee & Cream",No,No,Midtown,3.8/5,33.0, 9019536123,Cafe,Dine-out,1.0,1.0,Snacks,0.0
10648,Mini Adiga's,No,No,Lower Manhattan,2.8/5,27.0, 8494911129,Quick Bites,Dine-out,1.0,5.0,Mexican,0.0
7438,Daniyal's,Yes,No,Staten and Ellis Islands,3.5/5,178.0, 8197567419,Casual Dining,Delivery,4.0,4.0,American,1.0
22253,Cafe Ajfan,Yes,No,Chelsea,4.2/5,265.0," 7022022107,  9606791771",Cafe,Delivery,7.0,3.0,Snacks,1.0
37017,Food And You,No,No,Tribeca,3.8 /5,89.0," 9886360205
 7204347392",Quick Bites,Dine-out,7.0,2.0,American,0.0
6786,Enchanted Garden,Yes,Yes,Chinatown,4.3/5,330.0,080 49653145,Casual Dining,Cafes,7.0,4.0,American,1.0
15813,Smally's Resto Cafe,Yes,No,East Village,4.0/5,128.0, 9513633888,Cafe,Cafes,7.0,5.0,Snacks,1.0
36376,FoodNite,Yes,No,Lower Manhattan,,0.0, 9597450021,Quick Bites,Delivery,1.0,3.0,American,0.0
29919,Hotel Dine City,Yes,No,East Village,3.4 /5,83.0, 9108389900,Casual Dining,Delivery,1.0,4.0,American,1.0
22591,Brewz Coffee,Yes,No,Lower Manhattan,3.0/5,61.0,080 41200232,Cafe,Delivery,3.0,1.0,Snacks,1.0
7125,Desi Bites,Yes,No,Staten and Ellis Islands,3.9/5,79.0, 8884101122,Quick Bites,Delivery,1.0,1.0,American,0.0
20601,Kallummakkaya,Yes,No,Lower Manhattan,NEW,0.0, 9605141138,Quick Bites,Delivery,1.0,2.0,Mexican,0.0
10055,It's My Meal Food Service,No,No,East Village,,0.0, 9845972713,Delivery,Delivery,1.0,2.0,American,0.0
49183,Cafe Mondo,Yes,No,East Village,3.6 /5,489.0,080 49534335,Cafe,Delivery,,4.0,Snacks,1.0
1148,Oye Amritsar,Yes,Yes,Midtown,3.8/5,756.0,"080 49577007,  9945524705",Casual Dining,Delivery,7.0,1.0,American,1.0
467,Kapoor's Cafe,Yes,No,Chelsea,4.2/5,,,Casual Dining,Delivery,7.0,1.0,American,1.0
18957,Shahi Burger,No,No,Greenwich,,0.0, 9538351206,Quick Bites,Dine-out,1.0,2.0,Italian,0.0
30396,Heaven 2 Oven,Yes,No,Lower Manhattan,NEW,0.0, 9731142022,Quick Bites,Delivery,1.0,1.0,Chinese,0.0
32717,Southinn,Yes,No,East Village,3.8 /5,191.0,"00 08025720213,  9686967908",Quick Bites,Delivery,6.0,5.0,Mexican,0.0
16212,Bihar Ki Shan,Yes,No,East Village,3.8/5,347.0, 9945615099,Quick Bites,Delivery,1.0,1.0,American,0.0
19793,Canton,Yes,No,Chelsea,3.6/5,197.0,"080 41410069,  9611320069",Casual Dining,Delivery,7.0,3.0,Chinese,1.0
1725,Jaganath Restaurant And Hotel,No,No,Midtown,3.2/5,8.0," 8197357084,  8748968277",,Delivery,1.0,,American,0.0
20677,Vasantha Grand,No,No,Midtown,,0.0, 8050731952,Quick Bites,Delivery,1.0,3.0,Mexican,0.0
31051,Chinita Real Mexican Food,No,No,Tribeca,4.5 /5,733.0," 9591038009, 080 43711400",Casual Dining,Dine-out,7.0,1.0,Mexican,1.0
34518,Invitation Bar & Restaurant,No,No,Lower Manhattan,3.0 /5,15.0, 9886055270,Bar,Dine-out,1.0,1.0,American,1.0
41280,Deccan Kitchen,Yes,No,Staten and Ellis Islands,3.6 /5,31.0," 8884400627
 8884400629",Casual Dining,Delivery,1.0,2.0,Mexican,1.0
2585,Namma Brahmin's Sushi,Yes,No,Chelsea,3.6/5,, 8310555879,Quick Bites,Delivery,1.0,1.0,Mexican,0.0
21304,Baba Chatkora,Yes,No,Midtown,3.7 /5,0.0, 9880894199,Casual Dining,Dine-out,3.0,1.0,American,1.0
9814,Dyu Art Cafe,No,No,Tribeca,4.5/5,3826.0," 9895674244,  9611319774",Cafe,Delivery,7.0,3.0,Snacks,1.0
2650,Punjabi by Nature 2.0,Yes,Yes,Lower Manhattan,4.2/5,3227.0," 9980638800,  8050509111",Casual Dining,Delivery,7.0,1.0,American,1.0
7951,The Diner,Yes,No,Chinatown,3.6/5,197.0," 9900099601,  9900099602",Casual Dining,Dine-out,2.0,4.0,,1.0
11387,S.W.A.T Food Truck,No,No,Tribeca,3.7/5,21.0, 9739725171,Quick Bites,Dine-out,1.0,2.0,American,0.0
44921,New York Mandarin,Yes,No,Greenwich,4.2 /5,985.0,"080 41161732
080 25251772",Casual Dining,Delivery,7.0,2.0,Chinese,1.0
1396,Biriyani Mane,Yes,No,Chelsea,3.7/5,158.0," 9731889744, 080 26581948",Casual Dining,Delivery,3.0,3.0,Italian,1.0
41545,Nakkshatra,No,Yes,Staten and Ellis Islands,4.5 /5,443.0,"080 61200444
080 61200455",Casual Dining,Dine-out,7.0,2.0,American,1.0
23672,Swad Punjab Da,Yes,No,Lower Manhattan,3.7/5,41.0, 7411990692,Quick Bites,Dine-out,1.0,1.0,American,0.0
41270,Srinathji's,Yes,Yes,Staten and Ellis Islands,3.9 /5,669.0," 9535822209
 6361207719",,Delivery,7.0,4.0,American,1.0
32051,Drunkling - Sizzlers and Pub,Yes,Yes,Tribeca,4.4 /5,346.0," 8660457440,  8025505542",Casual Dining,Pubs and bars,,6.0,Chinese,1.0
40833,99 Udupi Veg,No,No,Staten and Ellis Islands,,0.0," 9513367801
 9513367802",Quick Bites,Delivery,1.0,2.0,Mexican,0.0
18016,Singh Saab,Yes,No,Greenwich,3.7/5,243.0," 9686193958,  9686193957",Casual Dining,Delivery,7.0,1.0,American,1.0
28492,Desipun,Yes,Yes,Tribeca,4.2 /5,, 9108182190,Casual Dining,Dine-out,7.0,1.0,American,1.0
50694,Rafoo Chakkar,Yes,No,Chinatown,3.9 /5,386.0," 8028455104
 9900900305",Quick Bites,Delivery,7.0,2.0,American,0.0
37193,New York Star Biriyani,No,No,Lower Manhattan,3.4 /5,7.0, 9620871987,Quick Bites,Dine-out,,3.0,Italian,0.0
16998,Seven Ate Nine,Yes,Yes,East Village,NEW,0.0,080 49652733,Casual Dining,Dine-out,1.0,3.0,American,1.0
21050,Kapoor's Cafe,Yes,No,Chelsea,4.0 /5,169.0,,Casual Dining,Dine-out,7.0,1.0,American,1.0
29679,House Stark Cafe,Yes,No,East Village,3.9 /5,46.0, 9538735364,Cafe,Delivery,1.0,4.0,Snacks,0.0
9423,Vintage Shack,Yes,Yes,East Village,3.9/5,160.0,080 49652190,Casual Dining,Delivery,7.0,2.0,American,1.0
50350,Enchanted Garden,Yes,Yes,Chinatown,4.3 /5,476.0,080 49653145,Casual Dining,Delivery,7.0,6.0,American,1.0
23271,The Maori - Aurick Boutique Hotel,No,No,Midtown,3.5/5,44.0,080 49011000,Casual Dining,Dine-out,1.0,2.0,Chinese,1.0
32602,Pappu Chaiwalla,Yes,No,Lower Manhattan,3.1 /5,89.0,080 49721444,Quick Bites,Delivery,7.0,4.0,American,0.0
17035,The Grub Central,Yes,Yes,East Village,4.0/5,803.0," 9739933456,  8130319935",Cafe,Dine-out,7.0,3.0,,1.0
7912,Amber Rush by The Pool,No,No,Staten and Ellis Islands,3.9/5,140.0, 9606456099,Bar,Dine-out,2.0,3.0,American,1.0
19734,Roundup Cafe,Yes,Yes,Tribeca,4.2/5,488.0,080 49653438,Cafe,Delivery,7.0,3.0,Snacks,1.0
31947,Salkara Malabar Kitchen,No,No,Lower Manhattan,,0.0, 7975022318,Quick Bites,Dine-out,1.0,2.0,American,0.0
7330,Dakshin Spice,Yes,Yes,Staten and Ellis Islands,3.8/5,384.0,"080 42163388, 080 42153388",Casual Dining,Delivery,7.0,4.0,Mexican,1.0
16165,Ranjitha Food Court,No,No,East Village,,0.0, 8050781208,Takeaway,Delivery,1.0,1.0,Mexican,0.0
20348,Chulha Chauki Da Perk,Yes,No,Midtown,4.3/5,2420.0,"080 41204283,  7349738056",Casual Dining,Delivery,7.0,1.0,American,1.0
20486,Cable Car,Yes,Yes,Chelsea,4.3/5,1245.0,080 45128610,Casual Dining,Delivery,7.0,2.0,American,1.0
9549,Bisimillah Biriyani,No,No,Lower Manhattan,3.5/5,11.0," 8050077699,  9731841212",Quick Bites,Delivery,1.0,2.0,Italian,0.0
21421,Bhukkhad Baba,Yes,No,Midtown,3.7 /5,133.0, 6361316696,Quick Bites,Dine-out,2.0,2.0,American,0.0
18693,Oye Amritsar,Yes,Yes,Greenwich,3.9/5,1437.0," 9036098911, 080 41232111",Casual Dining,Dine-out,7.0,1.0,American,1.0
27220,Perk Bytes,Yes,No,East Village,4.1/5,132.0,"080 42023320,  9902913320",Casual Dining,Delivery,4.0,1.0,American,1.0
10767,Hotel Meed Cafe,No,No,Lower Manhattan,3.2/5,5.0,080 26780667,Quick Bites,Dine-out,1.0,2.0,American,0.0
15973,Hunger Swipe Restaurant,No,No,East Village,NEW,0.0," 9953460927,  9693249572",Casual Dining,Delivery,1.0,2.0,American,1.0
10817, Restaurant,No,No,Lower Manhattan,,0.0,,Quick Bites,Dine-out,1.0,2.0,Mexican,0.0
16634,Aaranya Restaurant,Yes,No,East Village,3.4/5,212.0," 9845475786,  9900088992",Casual Dining,Delivery,5.0,3.0,American,1.0
2536,Chaai Resto,No,No,Chelsea,,0.0, 9071361519,Cafe,Cafes,1.0,4.0,Snacks,0.0
15788,Empire Restaurant,Yes,No,East Village,3.9/5,3831.0,080 49652958,Casual Dining,Buffet,7.0,4.0,American,1.0
9658,Joey's,No,No,Lower Manhattan,3.7/5,43.0, 9900275325,Quick Bites,Delivery,1.0,2.0,Chinese,0.0
34499,S.S Bangali Restaurant,No,No,Lower Manhattan,NEW,0.0, 8553137892,Quick Bites,Dine-out,,2.0,Mexican,0.0
6750,Mainland China,Yes,Yes,Chinatown,4.7/5,1512.0,080 49652995,Casual Dining,Buffet,7.0,2.0,Chinese,1.0
11028,Momo Blues,Yes,No,Tribeca,NEW,0.0, 8296129143,Quick Bites,Dine-out,1.0,4.0,Chinese,0.0
37280,Invitation Bar & Restaurant,No,No,Lower Manhattan,3.0 /5,16.0, 9886055270,Bar,Dine-out,1.0,1.0,American,1.0
28113,Malabar Xpress,Yes,No,Tribeca,,0.0," 8095556677,  8095556688",Quick Bites,Delivery,1.0,2.0,Mexican,0.0
34203,IDC Kitchen,No,No,Tribeca,4.2 /5,53.0, 7022649471,Quick Bites,Dine-out,2.0,1.0,Mexican,0.0
2810,Brew Meister,Yes,Yes,Chelsea,4.1/5,970.0,080 49652498,Microbrewery,Delivery,7.0,5.0,American,1.0
3984,Grigliato,Yes,No,East Village,3.9/5,715.0,"080 25726660, 080 65704412",Casual Dining,Delivery,7.0,4.0,Italian,1.0
41549,Yo! Chow,Yes,Yes,Staten and Ellis Islands,4.4 /5,1810.0,080 40980666,Casual Dining,Dine-out,7.0,2.0,Chinese,1.0
50472,Auntie Fung's,Yes,No,Chinatown,3.8 /5,20.0,080 49652187,Food Court,Delivery,1.0,3.0,Chinese,1.0
21053,Mainland China,Yes,Yes,Chelsea,4.3 /5,891.0,"080 26532525, 080 33278277",Casual Dining,Dine-out,7.0,2.0,Chinese,1.0
22484,Skytouch Le Cafe,Yes,No,Midtown,3.7/5,127.0,"080 40932483,  9740848803",Cafe,Delivery,7.0,3.0,Snacks,1.0
2319,New Prashanth Hotel,Yes,No,Midtown,3.1/5,64.0, 9902219219,Casual Dining,Dine-out,2.0,4.0,Mexican,1.0
7133,Biriyani Zone,Yes,No,Chinatown,3.9/5,1618.0," 9886639782,  9886639783",Casual Dining,Delivery,7.0,4.0,Italian,1.0
50177,Sri Udupi Park,Yes,No,Chinatown,3.8 /5,16.0, 9632456743,Quick Bites,Delivery,1.0,4.0,Mexican,0.0
41574,Beijing Bites,Yes,No,Staten and Ellis Islands,3.9 /5,300.0,080 48510488,Casual Dining,Dine-out,7.0,2.0,Chinese,1.0
29749,The House Of Paratha,Yes,No,Tribeca,3.7 /5,69.0,"080 25505318,  9886077960",Quick Bites,Delivery,1.0,1.0,American,0.0
29401,A2B - Adyar Ananda Bhavan,Yes,No,Lower Manhattan,4.2 /5,39.0,080 43334321,Takeaway,Delivery,1.0,3.0,Mexican,0.0
34590,Metro Fast Food,No,No,East Village,,0.0, 8217581733,Quick Bites,Dine-out,1.0,2.0,Italian,0.0
28078,Snack Souq,No,No,Lower Manhattan,,0.0,,Takeaway,Delivery,,2.0,Chinese,0.0
11716,Imperial Restaurant,Yes,No,Greenwich,3.9/5,239.0,"080 69994888, 080 25254888",Casual Dining,Delivery,7.0,5.0,,1.0
23416,Malleseari's Multi Cuisine Restaurant,No,No,Midtown,,0.0, 9036340988,Quick Bites,Dine-out,1.0,2.0,American,0.0
45802,Delhi Highway,Yes,Yes,Greenwich,4.4 /5,3439.0,"080 42111151
 8884042151",Casual Dining,Dine-out,7.0,2.0,American,1.0
9030,Noodle Panda,Yes,No,Tribeca,4.3/5,336.0, 8043029207,Casual Dining,Delivery,7.0,7.0,Chinese,1.0
22709,Jalpaan,Yes,Yes,Chelsea,4.0/5,870.0,"080 26761992,  9591996826",Casual Dining,Delivery,7.0,2.0,American,1.0
31187,Momo Hut,Yes,No,Tribeca,4.0 /5,685.0," 9901617606,  6360809299",,Dine-out,7.0,3.0,Chinese,0.0
15897,Behrouz Burger,Yes,No,East Village,4.0/5,99.0,091 7700050050,Delivery,Delivery,2.0,1.0,Italian,1.0
21522,SLV Restaurant,No,No,Midtown,4.1 /5,379.0,080 26586345,Quick Bites,Dine-out,7.0,3.0,Mexican,0.0
23612,Fabcafe,No,Yes,Chelsea,3.5/5,11.0, 8050403072,Cafe,Dine-out,1.0,2.0,Snacks,1.0
51669,Red Glow,No,No,Chinatown,3.7 /5,27.0, 9740571131,Pub,Drinks & nightlife,1.0,2.0,American,1.0
42419,Gokul Kuteera,Yes,No,Greenwich,3.9 /5,260.0,"080 41161178
080 25200941",Casual Dining,Delivery,7.0,2.0,American,1.0
41733,Aahar Vihar,Yes,No,Staten and Ellis Islands,4.0 /5,73.0, 6362160502,Quick Bites,Dine-out,2.0,1.0,American,0.0
11473,Bottle Breacher,No,Yes,Midtown,4.2/5,1192.0, 9482512009,Casual Dining,Drinks & nightlife,7.0,2.0,Italian,1.0
8110,Bengaluru Square,No,No,Staten and Ellis Islands,3.5/5,25.0, 7411655754,Quick Bites,Dine-out,1.0,3.0,Chinese,0.0
6881,Alpha - House of Burger & Tandoor,Yes,No,Chinatown,3.3/5,387.0," 9742213284,  9591594367",Casual Dining,Delivery,2.0,3.0,Italian,1.0
20131,Woody's,Yes,No,Midtown,2.6/5,208.0,"080 26490999, 080 26490888",Casual Dining,Delivery,7.0,3.0,Chinese,1.0
50780,Wow Tiffin Food,No,No,Chinatown,,0.0, 9535041209,Quick Bites,Delivery,1.0,1.0,American,0.0
32124,Naati Manae,Yes,Yes,Tribeca,3.9 /5,485.0,"080 41116661, 080 41136661",Casual Dining,Buffet,7.0,4.0,American,1.0
37572,Drunkling - Sizzlers and Pub,Yes,Yes,Tribeca,4.4 /5,348.0," 8660457440
 8025505542",Casual Dining,Drinks & nightlife,7.0,6.0,Chinese,1.0
17559,House Of Seitan,Yes,No,Greenwich,NEW,0.0,080 49653009,Cafe,Cafes,1.0,4.0,Snacks,1.0
22323,Namma Banashankari Donne Burger,Yes,No,Midtown,4.0/5,99.0, 8123292275,Quick Bites,Delivery,1.0,2.0,Italian,0.0
44732,Copper Chimney,Yes,Yes,Greenwich,4.2 /5,97.0,"080 43757715
080 43757714",Casual Dining,Buffet,,2.0,American,1.0
37476,Friend's Kitchen,No,No,Lower Manhattan,3.5 /5,10.0, 7200313037,Quick Bites,Dine-out,1.0,2.0,Mexican,0.0
9511,Holige Mane,No,No,Lower Manhattan,,0.0, 8150852727,Quick Bites,Delivery,1.0,1.0,Mexican,0.0
11195,Dhuaan,No,No,Tribeca,3.8/5,109.0, 7406434444,Cafe,Dine-out,2.0,2.0,Snacks,1.0
18820,Bites 2 Binge,Yes,No,Greenwich,3.7/5,19.0, 9986785586,Casual Dining,Dine-out,1.0,1.0,American,1.0
45572,Lahe Lahe Santhe,No,No,Greenwich,3.8 /5,20.0, 9886294444,Cafe,Desserts,1.0,2.0,Snacks,0.0
5564,Raaga,Yes,Yes,Greenwich,3.8/5,297.0,"080 25250235,  9341217011",Casual Dining,Delivery,7.0,3.0,American,1.0
2445,Mahesh Friends Food Center,Yes,No,Lower Manhattan,2.9/5,126.0, 9731081364,Quick Bites,Dine-out,1.0,2.0,Chinese,0.0
20113,Litti Twist,Yes,No,Lower Manhattan,4.2/5,465.0, 8884270523,Quick Bites,Delivery,7.0,2.0,American,0.0
37132,Birinz,Yes,No,Lower Manhattan,4.1 /5,300.0," 8197022223
 9141111222",Casual Dining,Dine-out,7.0,5.0,Italian,1.0
33997,The Flying Trapeze,No,Yes,Tribeca,NEW,0.0,080 49652426,Lounge,Dine-out,,3.0,American,1.0
23280,Chung Wah Opus,Yes,No,Midtown,3.0/5,57.0,"080 65788688, 080 65788588",Casual Dining,Dine-out,3.0,2.0,Chinese,1.0
9847,Burger Knights,No,No,Midtown,3.6/5,21.0," 9632111158,  9632111162",Delivery,Delivery,1.0,1.0,Italian,0.0
7070,Rayalaseema Chefs,Yes,Yes,Staten and Ellis Islands,3.9/5,225.0," 8904074151,  8147074151",Casual Dining,Delivery,7.0,4.0,American,1.0
34898,Swadista Aahar,Yes,No,Lower Manhattan,4.1 /5,790.0," 9844006825
 9844615361",Quick Bites,Delivery,7.0,4.0,Mexican,0.0
4408,Imperio Cafe,No,No,Chinatown,3.9/5,22.0," 8061525151,  9844023124",Quick Bites,Delivery,1.0,5.0,Snacks,0.0
23325,Potu's kitchen,No,No,Midtown,NEW,0.0, 8197548913,Quick Bites,Dine-out,1.0,4.0,Chinese,0.0
21462,The Biriyani Pedia,Yes,No,Lower Manhattan,4.0 /5,58.0, 9809202588,Quick Bites,Dine-out,,2.0,Italian,0.0
1012,Nati Palace,Yes,No,Midtown,3.5/5,11.0, 8618007711,Quick Bites,Delivery,1.0,2.0,Mexican,0.0
42071,Kaka Food Corner,Yes,No,Chinatown,3.4 /5,89.0, 8955983048,Quick Bites,Dine-out,2.0,1.0,American,0.0
35413,Grillopia,Yes,No,Lower Manhattan,3.9 /5,97.0," 7042445999
 7042067999",Quick Bites,Delivery,3.0,6.0,Italian,1.0
16053,Tea Addict,Yes,No,East Village,4.0/5,77.0,080 45128794,Cafe,Delivery,7.0,2.0,Snacks,0.0
51497,Red Pepper,No,No,Chinatown,,0.0, 8698125325,Quick Bites,Dine-out,1.0,4.0,American,0.0
8238,American Aroma Cafe,Yes,No,Chinatown,2.8/5,83.0, 7204930881,Quick Bites,Dine-out,1.0,2.0,American,0.0
7461,Konark Restaurant,Yes,No,Staten and Ellis Islands,3.2/5,90.0," 8105198612,  9740031734",Quick Bites,Delivery,1.0,2.0,American,0.0
10468,S.S Bangali Restaurant,No,No,Lower Manhattan,NEW,0.0, 8553137892,Quick Bites,Dine-out,1.0,2.0,Mexican,0.0
9414,RBP Greens Garden,Yes,No,Lower Manhattan,2.7/5,48.0," 8971411691,  9663809382",Casual Dining,Delivery,1.0,2.0,American,1.0
41660,Wok With Chung,No,No,Staten and Ellis Islands,3.8 /5,690.0,"080 28540039
080 28540041",Casual Dining,Dine-out,7.0,2.0,Chinese,1.0
9723,Hello Brother Hotel,No,No,East Village,3.4/5,6.0," 8747876806,  8747876056",Quick Bites,Delivery,1.0,2.0,American,0.0
9951,Tella Tales,Yes,No,Tribeca,4.2/5,413.0, 8792110657,Cafe,Delivery,7.0,3.0,Snacks,1.0
33261,Samosa Singh,Yes,No,East Village,,0.0,080 43334333,Quick Bites,Delivery,1.0,2.0,American,0.0
45397,Nami's Global Kitchen,No,No,Greenwich,3.3 /5,6.0, 9113224311,Takeaway,Delivery,1.0,4.0,Italian,0.0
15806,Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,East Village,4.3/5,1101.0, 8041697171,Cafe,Cafes,7.0,4.0,Snacks,1.0
29829,Sufra Restaurant,Yes,Yes,East Village,3.7 /5,113.0," 8049713233,  9111113936",Casual Dining,Delivery,5.0,2.0,American,1.0
50128,Teashot,No,No,Chinatown,2.9 /5,24.0," 8050010006
 8050080006",Cafe,Cafes,1.0,1.0,Snacks,0.0
32201,Cafemoto,Yes,No,Tribeca,4.0 /5,201.0," 6360827051,  8129229603",Cafe,Cafes,7.0,4.0,Snacks,1.0
23158,Chulha Chauki Da Perk,Yes,No,Midtown,4.3/5,2420.0,"080 41204283,  7349738056",Casual Dining,Dine-out,7.0,1.0,American,1.0
16465,Perk Bytes,Yes,No,East Village,4.1/5,131.0,"080 42023320,  9902913320",Casual Dining,Delivery,4.0,1.0,American,1.0
20471,Sultans of Spice,Yes,Yes,Tribeca,4.5/5,3464.0,080 49652770,Casual Dining,Delivery,7.0,3.0,American,1.0
11447,Invitation Bar & Restaurant,No,No,Lower Manhattan,3.0/5,15.0, 9886055270,Bar,Drinks & nightlife,1.0,1.0,American,1.0
21936,Mahesh Friends Food Center,Yes,No,Lower Manhattan,2.9/5,132.0, 9731081364,Quick Bites,Delivery,1.0,2.0,Chinese,0.0
36351,Snack Souq,No,No,Lower Manhattan,,0.0,,Takeaway,Delivery,1.0,2.0,Chinese,0.0
3611,Vybhava,No,No,Chelsea,3.8/5,39.0, 8026653198,Quick Bites,Dine-out,3.0,2.0,Mexican,0.0
20634,Limra Hotel,Yes,No,Lower Manhattan,3.3/5,26.0, 9108803640,Quick Bites,Delivery,1.0,2.0,Chinese,0.0
8211,Tasty Food,Yes,No,Chinatown,NEW,0.0,080 49652804,,Dine-out,1.0,2.0,American,0.0
10732,Foodies Club,Yes,No,Lower Manhattan,3.4/5,5.0, 9035720056,Quick Bites,Dine-out,,5.0,Mexican,0.0
10747,Sri Krishna Delight,Yes,No,Lower Manhattan,,0.0, 7829117777,Quick Bites,Dine-out,1.0,2.0,American,0.0
9973,American Coffee House & Restaurant,No,No,Tribeca,,674.0, 8025522339,Casual Dining,Delivery,7.0,3.0,Mexican,1.0
20861,Tea Villa Cafe,No,Yes,Chelsea,4.2/5,657.0,080 49653143,Cafe,Desserts,7.0,5.0,Snacks,1.0
21540,New Nandan Family Restaurant,No,No,Midtown,,0.0, 9620943737,Quick Bites,Dine-out,1.0,4.0,Italian,0.0
51098,Beyond Elements,Yes,Yes,Chinatown,4.1 /5,869.0,080 48500777,Casual Dining,Dine-out,7.0,4.0,Snacks,1.0
35653,Navya Foods,Yes,No,East Village,3.4 /5,8.0, 9880453040,Quick Bites,Delivery,1.0,2.0,American,0.0
42305,Shanmukha,Yes,No,Tribeca,4.1 /5,790.0," 7204102727
 9900032300",Casual Dining,Delivery,7.0,4.0,Italian,1.0
51573,V Dine,No,No,Chinatown,,0.0, 9740039742,Quick Bites,Dine-out,1.0,2.0,Chinese,0.0
22051,Mystique Palate,Yes,No,Chelsea,4.1/5,339.0," 9663313544,  9916685945",Quick Bites,Delivery,7.0,2.0,Chinese,0.0
17275,Sri Upahara,No,No,East Village,,0.0, 8867702091,Quick Bites,Dine-out,,1.0,Mexican,0.0
29420,Dum Burger Hub,Yes,No,Lower Manhattan,,66.0,080 49653144,Quick Bites,Delivery,2.0,1.0,Italian,1.0
23808,Lambsters,No,No,Chelsea,NEW,0.0, 9606346344,Casual Dining,Dine-out,1.0,2.0,American,1.0
41752,Kabab Mirchi,No,No,Staten and Ellis Islands,3.2 /5,4.0," 9845732586
 8088885252",Quick Bites,Dine-out,1.0,3.0,American,0.0
50469,Vegtaurant,Yes,No,Chinatown,3.7 /5,88.0, 8904482282,Quick Bites,Delivery,1.0,2.0,American,0.0
23598,Shanmukha,Yes,No,Chelsea,4.4/5,1972.0,080 45128667,Casual Dining,Dine-out,7.0,4.0,Italian,1.0
34526,Sri Saravana Bhavan,No,No,Lower Manhattan,3.8 /5,36.0, 9738001080,Quick Bites,Dine-out,1.0,1.0,Mexican,0.0
7142,Toscano,Yes,Yes,Chinatown,4.3/5,1017.0," 7619320072,  8123430127",Casual Dining,Delivery,7.0,2.0,Italian,1.0
30191,New Friends,Yes,No,Lower Manhattan,3.8 /5,273.0,"080 26784129, 080 26912010",Casual Dining,Delivery,7.0,4.0,American,1.0
6787,Cafe Palmyra,No,Yes,Chinatown,4.2/5,500.0,,Casual Dining,Cafes,7.0,4.0,Chinese,1.0
29202,Krishna Johnson,Yes,No,Lower Manhattan,3.9 /5,52.0, 9844610631,Quick Bites,Dine-out,1.0,3.0,Mexican,0.0
29172,Ayush Reddy Tiffins & Fast Food Center,No,No,Lower Manhattan,,0.0, 7893037059,Quick Bites,Dine-out,1.0,3.0,Mexican,0.0
34204,Burgers And More,Yes,No,Tribeca,3.7 /5,24.0, 8861999234,Quick Bites,Dine-out,1.0,5.0,Italian,1.0
26675,Burgers And More,Yes,No,Tribeca,NEW,0.0, 8861999234,Quick Bites,Delivery,,5.0,Italian,1.0
23146,Hakuna Matata,No,No,Midtown,4.5/5,2800.0," 9741133866,  9880548165",Casual Dining,Dine-out,7.0,4.0,American,1.0
50413,The Big Spoon,Yes,No,Chinatown,3.8 /5,45.0," 6360116461
 9819246944",Casual Dining,Delivery,1.0,2.0,American,1.0
33630,Eat Sleep Eat Repeat,Yes,No,Tribeca,3.5 /5,16.0, 7022358500,Quick Bites,Delivery,1.0,3.0,Chinese,0.0
18750,Imperial Restaurant,Yes,No,Greenwich,3.9/5,238.0,"080 69994888, 080 25254888",Casual Dining,Dine-out,7.0,5.0,American,1.0
51531,PMR Restaurant,No,No,Chinatown,3.3 /5,4.0, 9341807070,Quick Bites,Dine-out,1.0,1.0,American,0.0
27654,Cafe Fattoush,Yes,No,Lower Manhattan,3.8/5,24.0, 8880786996,Cafe,Delivery,1.0,2.0,Snacks,1.0
20162,Chaitanya Cafe,Yes,No,Midtown,3.9/5,92.0, 9902125334,Quick Bites,Delivery,4.0,3.0,Mexican,0.0
21287,24th Main,No,Yes,Midtown,,1240.0," 9900092563,  8722148555",Casual Dining,Dine-out,7.0,3.0,American,1.0
41212,Jiyan Swadista,Yes,No,Staten and Ellis Islands,3.4 /5,10.0," 9880936279
 9620250050",Quick Bites,Delivery,1.0,3.0,Chinese,0.0
3047,Eshanya,Yes,Yes,Chelsea,4.1/5,1077.0,"080 26531155,  8884420925",Casual Dining,Delivery,7.0,2.0,,1.0
10644,Ammus Hot N Cool,Yes,No,Lower Manhattan,3.4/5,84.0, 7829389148,Quick Bites,Dine-out,1.0,2.0,American,0.0
